src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
boston,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
businesstravellogue,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightarrival,AA-1221-MCO-ORD,8:00 p.m.,,9:45 p.m.,
flightaware,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:25 p.m.,9:47 p.m.
flightexplorer,AA-1221-MCO-ORD,,8:23 p.m.,,9:47 p.m.
flights,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightstats,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightview,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
flylouisville,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flytecomm,AA-1221-MCO-ORD,,8:23 p.m.,,9:47 p.m.
foxbusiness,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
gofox,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
helloflight,AA-1221-MCO-ORD,,8:23 p.m.,,9:47 p.m.
mco,AA-1221-MCO-ORD,Thu  20:00,,,
myrateplan,AA-1221-MCO-ORD,,8:23 p.m.,,9:47 p.m.
mytripandmore,AA-1221-MCO-ORD,8:00 p.m.,8:01 p.m.,9:45 p.m.,9:53 p.m.
orbitz,AA-1221-MCO-ORD,8:00 p.m.,8:01 p.m.,9:45 p.m.,9:53 p.m.
ord,AA-1221-MCO-ORD,11/30 8:00 p.m.,,11/30 9:45 p.m.,
panynj,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
quicktrip,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
travelocity,AA-1221-MCO-ORD,8:00 p.m.,8:01 p.m.,9:45 p.m.,9:53 p.m.
usatoday,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
weather,AA-1221-MCO-ORD,8:00 p.m.,,9:45 p.m.,
world-flight-tracker,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
wunderground,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:25 p.m.,9:47 p.m.
aa,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
airtravelcenter,AA-1279-DFW-PHX,,2:03 p.m.,,3:13 p.m.
allegiantair,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
boston,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
businesstravellogue,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (Runway)
dfw,AA-1279-DFW-PHX,1:00 p.m.,,,
flightarrival,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
flightaware,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:14 p.m.,3:13 p.m.
flightexplorer,AA-1279-DFW-PHX,,2:04 p.m.,,3:13 p.m.
flights,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (Runway)
flightstats,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (runway)
flightview,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
flylouisville,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (Runway)
flytecomm,AA-1279-DFW-PHX,,2:03 p.m.,,3:13 p.m.
foxbusiness,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
gofox,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
helloflight,AA-1279-DFW-PHX,,2:03 p.m.,,3:13 p.m.
myrateplan,AA-1279-DFW-PHX,,2:03 p.m.,,3:13 p.m.
orbitz,AA-1279-DFW-PHX,1:00 p.m.,1:48 p.m.,2:35 p.m.,3:30 p.m.
panynj,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
quicktrip,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (runway)
travelocity,AA-1279-DFW-PHX,1:00 p.m.,1:48 p.m.,2:35 p.m.,3:30 p.m.
weather,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:13 p.m.
world-flight-tracker,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (runway)
wunderground,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:14 p.m.,3:13 p.m.
aa,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
airtravelcenter,AA-1434-DFW-MCO,,7:22 a.m.,,10:34 a.m.
allegiantair,AA-1434-DFW-MCO,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
boston,AA-1434-DFW-MCO,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
businesstravellogue,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightaware,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:18 a.m.,10:29 a.m.
flightexplorer,AA-1434-DFW-MCO,,7:22 a.m.,,10:34 a.m.
flights,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightstats,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightview,AA-1434-DFW-MCO,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
flightwise,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:18 a.m.,10:29 a.m.
flylouisville,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flytecomm,AA-1434-DFW-MCO,,7:22 a.m.,,10:34 a.m.
foxbusiness,AA-1434-DFW-MCO,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
gofox,AA-1434-DFW-MCO,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
helloflight,AA-1434-DFW-MCO,,7:22 a.m.,,10:34 a.m.
ifly,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
mco,AA-1434-DFW-MCO,,,Thu  10:35,Thu  10:28
myrateplan,AA-1434-DFW-MCO,,7:22 a.m.,,10:34 a.m.
orbitz,AA-1434-DFW-MCO,7:15aDec 1,7:08aDec 1,10:35aDec 1,10:36aDec 1
panynj,AA-1434-DFW-MCO,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
quicktrip,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
travelocity,AA-1434-DFW-MCO,7:15 a.m.,7:08 a.m.,10:35 a.m.,10:36 a.m.
weather,AA-1434-DFW-MCO,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:34 a.m.
world-flight-tracker,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
wunderground,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:18 a.m.,10:29 a.m.
aa,AA-1522-SFO-ORD,11:55 p.m.,,12/02/2011 5:50 a.m.,
airtravelcenter,AA-1522-SFO-ORD,,12:11 a.m.,,5:52 a.m.
allegiantair,AA-1522-SFO-ORD,11:55 p.m.,,5:50 a.m. Dec 02,
boston,AA-1522-SFO-ORD,11:55 p.m.,,5:50 a.m.Dec 02,
businesstravellogue,AA-1522-SFO-ORD,11:55 p.m.,,5:50 a.m.  Fri 02-Dec-2011,
flightexplorer,AA-1522-SFO-ORD,11:55 p.m.,,12/2/2011 5:50 a.m.,
flights,AA-1522-SFO-ORD,11:55 p.m.,,5:50 a.m.  Fri 02-Dec-2011,
flightstats,AA-1522-SFO-ORD,11:55 p.m.,12:10 a.m. (Estimated runway),5:50 a.m.,5:42 a.m. (Estimated runway)
flightview,AA-1522-SFO-ORD,11:55 p.m.,,5:50 a.m. Dec 02,
flylouisville,AA-1522-SFO-ORD,11:55 p.m.,,5:50 a.m.  Fri 02-Dec-2011,
flytecomm,AA-1522-SFO-ORD,,12:11 a.m.,,5:52 a.m.
foxbusiness,AA-1522-SFO-ORD,11:55 p.m.,,5:50 a.m. Dec 02,
gofox,AA-1522-SFO-ORD,11:55 p.m.,,5:50 a.m. Dec 02,
helloflight,AA-1522-SFO-ORD,,12:11 a.m.,,5:52 a.m.
myrateplan,AA-1522-SFO-ORD,,12:11 a.m.,,5:52 a.m.
orbitz,AA-1522-SFO-ORD,11:55 p.m.,,5:50aDec 2,
ord,AA-1522-SFO-ORD,11/30 11:55 p.m.,,5:50 a.m.,
panynj,AA-1522-SFO-ORD,11:55 p.m.,,5:50 a.m. Dec 02,
quicktrip,AA-1522-SFO-ORD,11:55 p.m.,12:10 a.m. (Estimated runway),5:50 a.m.,5:42 a.m. (Estimated runway)
travelocity,AA-1522-SFO-ORD,11:55 p.m.,Not Available,Dec 02 5:50 a.m.,Dec 02 Not Available
usatoday,AA-1522-SFO-ORD,11:55 p.m.,12:10 a.m. (Estimated runway),5:50 a.m.,5:42 a.m. (Estimated runway)
weather,AA-1522-SFO-ORD,11:55 p.m.,12:11 a.m.,5:50 a.m.,5:49 a.m.
world-flight-tracker,AA-1522-SFO-ORD,11:55 p.m.,12:10 a.m. (Estimated runway),5:50 a.m.,5:42 a.m. (Estimated runway)
aa,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
airtravelcenter,AA-1544-SAN-ORD,,11:41 a.m.,,4:54 p.m.
allegiantair,AA-1544-SAN-ORD,,11:41 a.m.,,4:56 p.m.
boston,AA-1544-SAN-ORD,,11:41 a.m.,,4:52 p.m.
businesstravellogue,AA-1544-SAN-ORD,,11:40 a.m.,,4:56 p.m.
flightarrival,AA-1544-SAN-ORD,11:25 a.m.,,5:25 p.m.,
flightexplorer,AA-1544-SAN-ORD,,11:41 a.m.,,4:54 p.m.
flights,AA-1544-SAN-ORD,,11:40 a.m.,,4:56 p.m.
flightview,AA-1544-SAN-ORD,,11:41 a.m.,,4:56 p.m.
flylouisville,AA-1544-SAN-ORD,,11:40 a.m.,,4:56 p.m.
flytecomm,AA-1544-SAN-ORD,,11:41 a.m.,,4:54 p.m.
foxbusiness,AA-1544-SAN-ORD,,11:41 a.m.,,4:56 p.m.
gofox,AA-1544-SAN-ORD,,11:41 a.m.,,4:56 p.m.
helloflight,AA-1544-SAN-ORD,,11:41 a.m.,,4:54 p.m.
myrateplan,AA-1544-SAN-ORD,,11:41 a.m.,,4:54 p.m.
mytripandmore,AA-1544-SAN-ORD,11:25aDec 1,11:20aDec 1,5:25 p.m.,4:56 p.m.
orbitz,AA-1544-SAN-ORD,11:25aDec 1,11:20aDec 1,5:25 p.m.,4:56 p.m.
ord,AA-1544-SAN-ORD,11/30 11:25 a.m.,,11/30 5:25 p.m.,
panynj,AA-1544-SAN-ORD,,11:41 a.m.,,4:56 p.m.
travelocity,AA-1544-SAN-ORD,11:25 a.m.,11:20 a.m.,5:25 p.m.,4:56 p.m.
usatoday,AA-1544-SAN-ORD,11:25 a.m.,,5:25 p.m.,
weather,AA-1544-SAN-ORD,11:25 a.m.,,5:25 p.m.,
aa,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
airtravelcenter,AA-1640-MIA-MCO,,6:47 p.m.,,7:25 p.m.
allegiantair,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
boston,AA-1640-MIA-MCO,6:30 p.m.,Not Available,7:25 p.m.,Not Available
businesstravellogue,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
flightarrival,AA-1640-MIA-MCO,6:30 p.m.,6:56 p.m.,7:25 p.m.,7:35 p.m.
flightaware,AA-1640-MIA-MCO,6:30 p.m.,6:47 p.m.,7:08 p.m.,7:25 p.m.
flightexplorer,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
flights,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
flightstats,AA-1640-MIA-MCO,6:30 p.m.,6:47 p.m. (Estimated runway),7:25 p.m.,7:25 p.m. (Estimated runway)
flightview,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
flightwise,AA-1640-MIA-MCO,6:30 p.m.,6:47 p.m.,7:08 p.m.,7:25 p.m.
flylouisville,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
flytecomm,AA-1640-MIA-MCO,,6:47 p.m.,,7:25 p.m.
foxbusiness,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
gofox,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
helloflight,AA-1640-MIA-MCO,,6:47 p.m.,,7:25 p.m.
mco,AA-1640-MIA-MCO,,,Thu  19:25,Thu  19:33
myrateplan,AA-1640-MIA-MCO,,6:47 p.m.,,7:25 p.m.
mytripandmore,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
orbitz,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
panynj,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
quicktrip,AA-1640-MIA-MCO,6:30 p.m.,6:47 p.m. (Estimated runway),7:25 p.m.,7:25 p.m. (Estimated runway)
travelocity,AA-1640-MIA-MCO,6:30 p.m.,Not Available,7:25 p.m.,Not Available
usatoday,AA-1640-MIA-MCO,6:30 p.m.,6:56 p.m.,7:25 p.m.,7:35 p.m.
weather,AA-1640-MIA-MCO,6:30 p.m.,6:56 p.m.,7:25 p.m.,7:35 p.m.
world-flight-tracker,AA-1640-MIA-MCO,6:30 p.m.,6:47 p.m. (Estimated runway),7:25 p.m.,7:25 p.m. (Estimated runway)
wunderground,AA-1640-MIA-MCO,6:30 p.m.,6:47 p.m.,7:08 p.m.,7:25 p.m.
aa,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
airtravelcenter,AA-1664-MIA-ATL,,10:19 a.m.,,11:50 a.m.
allegiantair,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
boston,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
businesstravellogue,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightarrival,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
flightaware,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,11:43 a.m.,11:50 a.m.
flightexplorer,AA-1664-MIA-ATL,,10:19 a.m.,,11:50 a.m.
flights,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightstats,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightview,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
flylouisville,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flytecomm,AA-1664-MIA-ATL,,10:19 a.m.,,11:50 a.m.
foxbusiness,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
gofox,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
helloflight,AA-1664-MIA-ATL,,10:19 a.m.,,11:50 a.m.
myrateplan,AA-1664-MIA-ATL,,10:19 a.m.,,11:50 a.m.
mytripandmore,AA-1664-MIA-ATL,10:15 a.m.,10:10 a.m.,12:10 p.m.,11:56 a.m.
orbitz,AA-1664-MIA-ATL,10:15aDec 1,10:10aDec 1,12:10 p.m.,11:56aDec 1
panynj,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
quicktrip,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
travelocity,AA-1664-MIA-ATL,10:15 a.m.,10:10 a.m.,12:10 p.m.,11:56 a.m.
usatoday,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
weather,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
world-flight-tracker,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
wunderground,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,11:43 a.m.,11:50 a.m.
aa,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,
airtravelcenter,AA-1733-ORD-PHX,,7:59 p.m.,,10:31 p.m.
allegiantair,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:30 p.m.,
boston,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:30 p.m.,10:39 p.m.&nbsp(Estimated)
businesstravellogue,AA-1733-ORD-PHX,7:45 p.m.,,10:30 p.m.,
flightaware,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:15 p.m.,10:28 p.m.
flightexplorer,AA-1733-ORD-PHX,,7:59 p.m.,,10:28 p.m.
flights,AA-1733-ORD-PHX,7:45 p.m.,,10:30 p.m.,
flightstats,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m. (Estimated)
flightview,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:30 p.m.,
flylouisville,AA-1733-ORD-PHX,7:45 p.m.,,10:30 p.m.,
flytecomm,AA-1733-ORD-PHX,,7:59 p.m.,,10:31 p.m.
foxbusiness,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:30 p.m.,
gofox,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:30 p.m.,
helloflight,AA-1733-ORD-PHX,,7:59 p.m.,,10:31 p.m.
ifly,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m. (Estimated)
myrateplan,AA-1733-ORD-PHX,,7:59 p.m.,,10:31 p.m.
mytripandmore,AA-1733-ORD-PHX,7:45 p.m.,7:45 p.m.,10:30 p.m.,
orbitz,AA-1733-ORD-PHX,7:45 p.m.,7:45 p.m.,10:30 p.m.,
ord,AA-1733-ORD-PHX,11/30 7:45 p.m.,,11/30 10:30 p.m.,
panynj,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:30 p.m.,
quicktrip,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m. (Estimated)
travelocity,AA-1733-ORD-PHX,7:45 p.m.,7:45 p.m.,10:30 p.m.,10:30 p.m.*
usatoday,AA-1733-ORD-PHX,7:45 p.m.,,10:30 p.m.,
weather,AA-1733-ORD-PHX,7:45 p.m.,,10:30 p.m.,
world-flight-tracker,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m. (Estimated)
wunderground,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:15 p.m.,10:28 p.m.
aa,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
airtravelcenter,AA-1886-BOS-MIA,,10:54 a.m.,,1:36 p.m.
allegiantair,AA-1886-BOS-MIA,,10:55 a.m.,,1:40 p.m.
boston,AA-1886-BOS-MIA,,10:55 a.m.,,1:34 p.m.
businesstravellogue,AA-1886-BOS-MIA,,10:55 a.m.,,1:40 p.m.
flightexplorer,AA-1886-BOS-MIA,,10:55 a.m.,,1:36 p.m.
flights,AA-1886-BOS-MIA,,10:55 a.m.,,1:40 p.m.
flightview,AA-1886-BOS-MIA,,10:55 a.m.,,1:40 p.m.
flylouisville,AA-1886-BOS-MIA,,10:55 a.m.,,1:40 p.m.
flytecomm,AA-1886-BOS-MIA,,10:54 a.m.,,1:36 p.m.
foxbusiness,AA-1886-BOS-MIA,,10:55 a.m.,,1:40 p.m.
gofox,AA-1886-BOS-MIA,,10:55 a.m.,,1:40 p.m.
helloflight,AA-1886-BOS-MIA,,10:54 a.m.,,1:36 p.m.
myrateplan,AA-1886-BOS-MIA,,10:54 a.m.,,1:36 p.m.
orbitz,AA-1886-BOS-MIA,10:45aDec 1,10:42aDec 1,2:20 p.m.,1:40 p.m.
panynj,AA-1886-BOS-MIA,,10:55 a.m.,,1:40 p.m.
travelocity,AA-1886-BOS-MIA,10:45 a.m.,10:42 a.m.,2:20 p.m.,1:40 p.m.
usatoday,AA-1886-BOS-MIA,10:45 a.m.,,2:20 p.m.,
weather,AA-1886-BOS-MIA,10:45 a.m.,,2:20 p.m.,
aa,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
airtravelcenter,AA-1917-JFK-MCO,,3:28 p.m.,,5:39 p.m.
allegiantair,AA-1917-JFK-MCO,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
boston,AA-1917-JFK-MCO,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
businesstravellogue,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
flightaware,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:17 p.m.,5:39 p.m.
flights,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
flightstats,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
flightview,AA-1917-JFK-MCO,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
flylouisville,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
flytecomm,AA-1917-JFK-MCO,,3:28 p.m.,,5:39 p.m.
foxbusiness,AA-1917-JFK-MCO,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
gofox,AA-1917-JFK-MCO,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
helloflight,AA-1917-JFK-MCO,,3:28 p.m.,,5:39 p.m.
ifly,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
mco,AA-1917-JFK-MCO,,,Thu  17:55,Thu  17:40
